label,text
a strong positive emotion of regard and affection,@caarooliineex3 I love the guy that was standing behind me
a strong positive emotion of regard and affection,"ending my evening on the best note.  i will love you forever, tweets."
a strong positive emotion of regard and affection,@LittleGigiGirl ?Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? And many more!
a strong positive emotion of regard and affection,I really wanna see the Jonas Brothers in Novemeber but I need to find someone to come with me!  xx
a strong positive emotion of regard and affection,"@effyobie LOL. dood, i love you and miss you."
a strong positive emotion of regard and affection,"I forgot, Happy Mom's day."
a strong positive emotion of regard and affection,@taylorswift13 Taylor Swift I think you're so pretty it makes my heart melt everytime I see your face.
a strong positive emotion of regard and affection,@BrandFancier bitter?  why? *hug* xx
a strong positive emotion of regard and affection,@Cassivellaunus Friends in Ent Industry have said it was really really good.  Hopefully I can convince my wife into a date night  #hhrs
a strong positive emotion of regard and affection,@AnnetteStatus I luv urs! admitting niley with a kiss (: but then they change their minds  haha &amp; demi/sterling (: not jemi but still cute
a strong positive emotion of regard and affection,made this for you when i got home from wango tango http://bit.ly/1UjzQ    what a wonderful day.
a strong positive emotion of regard and affection,@rahulgoyal1986 Thank you.  I love my tattoos they are all very special to me xx My feet ones are beautiful  xx
a strong positive emotion of regard and affection,"@penny2dear right my fellow fluffy flasher! I must go to bed, sorry  I hope everything is working properly 2moro and we can chat! love u x"
a strong positive emotion of regard and affection,"Laura's gone for the weekend, I miss her already!"
a strong positive emotion of regard and affection,@charlestrippy LOLL im a college girl...bahahah i love these blogs they're so funny!
a strong positive emotion of regard and affection,Happy Mothers Day
a strong positive emotion of regard and affection,Tomorrow is Mother's Day. I hope everybody got their mom something awesome...or at least calls to say hello
a strong positive emotion of regard and affection,"Feeling some butterflies today   Study study study contracts; gonna ace this, then on to the write-on competition for the journals."
a strong positive emotion of regard and affection,"We picked up Boston Legal season 5, enjoying it now.  No matter how offensive Denny can be, I love Denny Crane!  He is a riot."
a strong positive emotion of regard and affection,"Ok I'm going to go read my new Demonata book,so later  &lt;3"
a strong positive emotion of regard and affection,has just watched antcam7 ahh love it
a strong positive emotion of regard and affection,wish i can be with her every day
a strong positive emotion of regard and affection,speakerphone with the bestie  love that kid http://tinyurl.com/qxyc2n
a strong positive emotion of regard and affection,In a @HANSON mood.. Listening to the older stuff... This Time Around. Not that old but old enough.
a strong positive emotion of regard and affection,happy Star Wars day
a strong positive emotion of regard and affection,Today is a very good day
a strong positive emotion of regard and affection,"@JonathanRKnight Awww, thanks Jon!  I appreciate that"
a strong positive emotion of regard and affection,@Alexandria_Lee I loveee and missss my annie!!
a strong positive emotion of regard and affection,Just getting home from work...finally
a strong positive emotion of regard and affection,Wrapping packes for mom day   Happy Mom Day to all you hot mommas out there
a strong positive emotion of regard and affection,@sexinstilettos NICE TO TWEET U
a strong positive emotion of regard and affection,@aljones15 thank you!! ooh I see you've read Desert Islands http://is.gd/ys6K great book!
a strong positive emotion of regard and affection,@shinytoyguns you guys ROCKED IT tonight in LA!! Love ya guys and cab wait to see another awesome show soon
a strong positive emotion of regard and affection,@MsDamn Happy mothers day to you beautiful!
a strong positive emotion of regard and affection,@DonDivaWear  Thank you!
a strong positive emotion of regard and affection,your smile
a strong positive emotion of regard and affection,@l3ree im glad you got on twitter. I love you baby
a strong positive emotion of regard and affection,"@JonathanRKnight Aw..see that, right there is why we all ? you Jon!  Give your mamma a hug tomorrow! Much love ~ Jamie"
a strong positive emotion of regard and affection,"Time for a mane trimming, some yoghurt and maybe some sushi. A nice way to wrap up a fairly good day."
a strong positive emotion of regard and affection,Have a huge block of snack chocolate here. Tis calling my name already
a strong positive emotion of regard and affection,has the greatest friends in the entire world
a strong positive emotion of regard and affection,happy mother's day to all moms out there...
a strong positive emotion of regard and affection,@Pamela010474 that is a good pic  All the guys looked good yesterday tho..don't ya think?
a strong positive emotion of regard and affection,"@chrisanag lol i know but it was just so funny, ahaha"
a strong positive emotion of regard and affection,my momma is comin 2night !  2morrow tennis day with p?nar yuppie !
a strong positive emotion of regard and affection,Coffee time  be back later kisses*
a strong positive emotion of regard and affection,@JFabb Ahaha!! I have all of your albums.  Each stuff of your music is so beautiful! That's why I am so in love with them.
a strong positive emotion of regard and affection,"@pyuric Enjoy the coffee. We miss you, petite puce (adica Puricel in franceza)"
a strong positive emotion of regard and affection,@deena_p aww thanks
a strong positive emotion of regard and affection,yaay din dins ready
a strong positive emotion of regard and affection,@HaylieK can't do class tomorrow audition at 10am  but free from 11 to 3 if u wanna work out!
a strong positive emotion of regard and affection,@David_Henrie have fun dude. Love u on &quot;wizards of waverly place&quot;!!!
a strong positive emotion of regard and affection,you know you love your mom when you stay up this late just to wrap her gifts (which look glorious) &amp; hand-make a card.. happy mothers day
a strong positive emotion of regard and affection,Zach G. gets an extensive profile in this weekend's NY Times Magazine. The chances of us falling in love are getting fewer and fewer.
a strong positive emotion of regard and affection,@dannywood ...hey danny .. did u run already ???    hope you have a good day ;)   i love you !!!!
a strong positive emotion of regard and affection,to my pretty lady @nikkiwoods HAPPY MOTHER'S DAY!!! She's the mother of my future son-in-laws
a strong positive emotion of regard and affection,i ditched school ( i hate it ) and im taking a huge dump.......    it hurts REAL BAD!
a strong positive emotion of regard and affection,"So far absolutely perfect. Great view, directly across from the elevators and ice machine and impecible weather. I need my bike."
a strong positive emotion of regard and affection,@sonyasunshine  i love you!
a strong positive emotion of regard and affection,@MFlanders no I like be able to say it and it be the truth. Instead of some magical mystery tour I get led on.
